Transaction_ID,Transaction_Date,Store_ID,Number_of_EMI,Purchased_in_Sale,Var1,Var2,Var3,Client_ID,Gender,DOB,Referred_Friend,Sales_Executive_ID,Sales_Executive_Category,Lead_Source_Category,Payment_Mode,Product_Category,Transaction_Amount
TRA98824678,1-Jan-03,STO1291,2,N,1,1,1,345820955,M,25-May-70,NO,SD23011738,B,Advertisment,Cash,Cat B,33000
TRA98825193,1-Jan-03,STO1291,2,N,1,2,1,345821334,F,18-Jul-70,NO,SD23011738,B,Advertisment,Cash,Cat B,36300
TRA98823986,1-Jan-03,STO1247,2,N,1,2,1,345820460,M,9-May-69,NO,SD23000226,B,Advertisment,Credit/Debit Card,Cat B,40700
TRA98823919,1-Jan-03,STO1247,2,N,1,2,1,345820402,M,6-Jul-69,NO,SD23000452,B,Advertisment,Credit/Debit Card,Cat B,35200
TRA98825923,1-Jan-03,STO1247,2,N,1,2,1,345821894,F,5-Jan-70,NO,SD23002703,B,Advertisment,Credit/Debit Card,Cat B,36300
TRA98824593,1-Jan-03,STO1268,2,N,1,1,1,345820895,M,30-Jul-69,NO,SD23012468,B,Advertisment,Cheque,Cat B,40700
TRA98824162,1-Jan-03,STO1255,2,N,1,2,1,345820580,M,9-Jun-69,NO,SD23012671,B,Advertisment,Credit/Debit Card,Cat B,36300
TRA98823747,1-Jan-03,STO1355,2,N,1,1,1,345820267,F,6-Mar-69,NO,SD23011888,B,Advertisment,Credit/Debit Card,Cat B,34100
TRA98825396,1-Jan-03,STO1233,2,N,1,1,1,345821489,M,3-Jan-69,NO,SD23011684,B,Advertisment,Credit/Debit Card,Cat B,39600
TRA98823983,1-Jan-03,STO1250,2,N,1,2,1,345820457,F,25-Jan-68,NO,SD23011854,B,Advertisment,Credit/Debit Card,Cat B,39600
TRA98825839,1-Jan-03,STO1301,2,N,1,1,1,345821830,M,13-Dec-68,NO,SD23011740,B,Advertisment,Cash,Cat B,34100
TRA98824689,1-Jan-03,STO1244,2,N,1,2,1,345820961,M,4-Jan-68,NO,SD23002304,B,Advertisment,Credit/Debit Card,Cat B,42900
TRA98823858,1-Jan-03,STO1260,2,N,1,2,1,345820354,F,6-Jan-68,NO,SD23000700,B,Advertisment,Credit/Debit Card,Cat B,34100
TRA98825917,1-Jan-03,STO1247,2,N,1,1,1,345821889,M,25-Mar-66,NO,SD23000452,B,Advertisment,Credit/Debit Card,Cat B,40700
TRA98825372,1-Jan-03,STO1264,2,N,1,1,1,345821470,M,19-Dec-66,NO,SD23000736,B,Advertisment,Credit/Debit Card,Cat B,37400
TRA98824963,1-Jan-03,STO1268,2,N,1,1,1,345821169,M,4-Jan-67,NO,SD23000201,B,Advertisment,Credit/Debit Card,Cat B,44000
TRA98824906,1-Jan-03,STO1371,2,N,1,1,1,345821128,F,22-Aug-66,NO,SD23007904,A,Walkin,Credit/Debit Card,Cat B,35200
TRA98825684,1-Jan-03,STO1283,2,N,1,1,1,345821710,M,6-Jul-66,NO,SD23011682,B,Advertisment,Cheque,Cat B,42900
TRA98825828,1-Jan-03,STO1244,2,N,1,2,1,345821821,F,11-Feb-65,NO,SD23001296,B,Advertisment,Credit/Debit Card,Cat B,36300
TRA98825196,1-Jan-03,STO1247,2,N,1,1,1,345819023,M,3-Nov-65,NO,SD23000157,C,Other,Credit/Debit Card,Cat B,38500
TRA98824960,1-Jan-03,STO1272,2,N,1,2,1,345821167,M,3-Feb-65,NO,SD23012224,B,Advertisment,Credit/Debit Card,Cat B,34100
TRA98825332,1-Jan-03,STO1394,2,N,1,1,1,345821437,F,8-May-65,NO,SD23012145,B,Advertisment,Other,Cat B,40700
TRA98826393,1-Jan-03,STO1285,2,N,1,2,1,345822257,M,2-Jun-65,NO,SD23011711,B,Advertisment,Credit/Debit Card,Cat B,35200
TRA98823779,1-Jan-03,STO1319,2,N,1,1,1,345820297,F,5-Jan-66,NO,SD23001867,B,Advertisment,Credit/Debit Card,Cat B,41800
TRA98825428,1-Jan-03,STO1301,2,N,1,2,1,345821512,M,7-May-65,NO,SD23011740,B,Advertisment,Credit/Debit Card,Cat B,34100
TRA98826823,1-Jan-03,STO1239,2,N,1,2,1,345822565,M,5-Jan-65,NO,SD23017019,B,Advertisment,Credit/Debit Card,Cat B,39600
TRA98823875,1-Jan-03,STO1244,2,N,1,1,1,345820367,F,7-Jul-64,NO,SD23002594,A,Walkin,Cheque,Cat B,34100
TRA98824332,1-Jan-03,STO1247,2,N,1,1,1,345820702,M,3-Jun-64,NO,SD23000202,B,Advertisment,Credit/Debit Card,Cat B,36300
TRA98823836,1-Jan-03,STO1264,2,N,1,1,1,345820342,F,26-Sep-64,NO,SD23011756,B,Advertisment,Cash,Cat B,39600
TRA98824897,1-Jan-03,STO1285,2,N,1,2,1,345821120,M,14-May-64,NO,SD23011711,B,Advertisment,Credit/Debit Card,Cat B,40700
TRA98826619,1-Jan-03,STO1285,2,N,1,1,1,345822422,F,11-Nov-64,NO,SD23011711,B,Advertisment,Credit/Debit Card,Cat B,34100
TRA98823869,1-Jan-03,STO1308,2,N,1,1,1,345820362,M,30-Jul-64,NO,SD23011962,B,Advertisment,Cheque,Cat B,34100
TRA98825681,1-Jan-03,STO1384,3,N,1,1,1,345821709,M,7-Sep-64,NO,SD23016970,A,Walkin,Credit/Debit Card,Cat B,39600
TRA98824815,1-Jan-03,STO1239,2,N,1,1,1,345821064,M,20-Aug-63,NO,SD23011763,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98825206,1-Jan-03,STO1247,2,N,1,1,1,345821343,F,5-Apr-63,NO,SD23000349,B,Advertisment,Cheque,Cat B,34100
TRA98823753,1-Jan-03,STO1247,2,N,1,2,1,345820273,M,1-Oct-63,NO,SD23000443,B,Advertisment,Credit/Debit Card,Cat B,42900
TRA98825822,1-Jan-03,STO1355,2,N,1,1,1,345821817,M,24-Jul-63,NO,SD23011888,B,Advertisment,Credit/Debit Card,Cat B,35200
TRA98826724,1-Jan-03,STO1281,2,N,1,2,1,345822497,M,25-Mar-62,NO,SD23011859,B,Advertisment,Credit/Debit Card,Cat B,38500
TRA98824922,1-Jan-03,STO1260,2,N,1,2,1,345821137,M,5-Jan-63,NO,SD23000700,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98826549,1-Jan-03,STO1283,2,N,1,1,1,345822373,M,5-Jan-63,NO,SD23001817,B,Advertisment,Credit/Debit Card,Cat B,37400
TRA98823778,1-Jan-03,STO1250,2,N,1,1,1,345820296,M,10-Feb-61,NO,SD23011854,B,Advertisment,Credit/Debit Card,Cat B,41800
TRA98825983,1-Jan-03,STO1264,2,N,1,2,1,345821944,M,3-Feb-61,NO,SD23000260,B,Advertisment,Credit/Debit Card,Cat B,40700
TRA98824635,1-Jan-03,STO1279,2,N,1,1,1,345820928,F,6-Jan-62,NO,SD23000478,B,Advertisment,Credit/Debit Card,Cat B,37400
TRA98826800,1-Jan-03,STO1239,2,N,1,1,1,345822545,M,30-Oct-60,NO,SD23011763,B,Advertisment,Cheque,Cat B,33000
TRA98823952,1-Jan-03,STO1264,2,N,1,2,1,345820430,M,4-Jan-61,NO,SD23000742,B,Advertisment,Credit/Debit Card,Cat B,39600
TRA98824647,1-Jan-03,STO1256,2,N,1,1,1,345820933,M,1-Jan-61,NO,SD23011691,B,Advertisment,Cash,Cat B,39600
TRA98823898,1-Jan-03,STO1237,2,N,1,1,1,345673108,M,9-Jul-59,NO,SD23014132,B,Advertisment,Cash,Cat B,35200
TRA98826673,1-Jan-03,STO1239,2,N,3,1,1,345822461,M,13-Feb-59,NO,SD23000781,B,Advertisment,,Cat B,34100
TRA98825540,1-Jan-03,STO1260,2,N,1,1,1,345821591,F,5-Jan-60,NO,SD23000176,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98825441,1-Jan-03,STO1291,2,N,1,1,1,345653953,M,6-Jan-60,NO,SD23011738,B,Advertisment,Cash,Cat B,39600
TRA98825398,1-Jan-03,STO1291,2,N,1,2,1,345821491,F,24-Jan-59,NO,SD23011738,B,Advertisment,Cheque,Cat B,39600
TRA98826300,1-Jan-03,STO1291,2,N,1,1,1,345822178,M,18-May-59,YES,SD23011738,B,Advertisment,Cheque,Cat B,41800
TRA98824907,1-Jan-03,STO1233,2,N,1,1,1,345821130,F,13-Mar-58,YES,SD23011684,B,Advertisment,Other,Cat B,34100
TRA98824630,1-Jan-03,STO1351,2,N,1,1,1,345820923,M,4-Jun-58,NO,SD23021265,B,Advertisment,Credit/Debit Card,Cat B,36300
TRA98826065,1-Jan-03,STO1268,2,N,1,1,1,345822002,M,4-Jan-57,NO,SD23012468,B,Advertisment,Other,Cat B,33000
TRA98824682,1-Jan-03,STO1291,2,N,1,2,1,345820957,M,6-Jun-57,NO,SD23011738,B,Advertisment,Cash,Cat B,37400
TRA98826637,1-Jan-03,STO1244,2,N,1,2,1,345822436,F,4-Jan-57,NO,SD23000169,B,Advertisment,Credit/Debit Card,Cat B,38500
TRA98824533,1-Jan-03,STO1264,2,N,1,2,1,345820850,M,3-Jan-57,NO,SD23000765,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98824785,1-Jan-03,STO1285,2,N,1,1,1,345821042,M,14-Mar-56,NO,SD23011711,B,Advertisment,Credit/Debit Card,Cat B,37400
TRA98825364,1-Jan-03,STO1318,2,N,1,2,1,345821464,M,8-Jul-56,NO,SD23001059,A,Walkin,Credit/Debit Card,Cat B,37400
TRA98823973,1-Jan-03,STO1233,2,N,1,1,1,345820450,M,27-Oct-55,NO,SD23011684,B,Advertisment,Credit/Debit Card,Cat B,37400
TRA98826412,1-Jan-03,STO1244,2,N,1,2,1,345822268,M,6-Jan-56,NO,SD23001233,B,Advertisment,Credit/Debit Card,Cat B,37400
TRA98824732,1-Jan-03,STO1244,2,N,1,1,1,345820995,M,6-Jan-55,NO,SD23002864,B,Advertisment,Credit/Debit Card,Cat B,41800
TRA98826422,1-Jan-03,STO1244,2,N,1,1,1,345822277,M,6-Jan-54,NO,SD23001233,B,Advertisment,Credit/Debit Card,Cat B,36300
TRA98823922,1-Jan-03,STO1271,2,N,1,1,1,345820406,M,4-Jun-53,NO,SD23012010,B,Advertisment,Cheque,Cat B,42900
TRA98826151,1-Jan-03,STO1233,2,N,1,1,1,345822062,M,11-Jan-52,NO,SD23011684,B,Advertisment,Cheque,Cat B,34100
TRA98825690,1-Jan-03,STO1297,2,N,1,1,1,345821718,F,20-Jun-50,NO,SD23008637,A,Walkin,Credit/Debit Card,Cat B,40700
TRA98823795,1-Jan-03,STO1261,2,N,1,1,1,345820310,M,5-Jan-51,NO,SD23000459,B,Advertisment,Credit/Debit Card,Cat B,37400
TRA98823800,1-Jan-03,STO1329,2,N,1,1,1,345716908,M,10-Jan-42,NO,SD23000525,B,Reference,Cheque,Cat B,38500
TRA98825416,1-Jan-03,STO1264,2,N,1,1,1,345821503,M,11-Feb-42,YES,SD23006179,A,Walkin,Credit/Debit Card,Cat B,38500
TRA98824206,1-Jan-03,STO1264,2,N,1,1,1,345820616,M,26-Jul-70,NO,SD23000187,B,Advertisment,Credit/Debit Card,Cat B,41022
TRA98826324,1-Jan-03,STO1247,2,N,1,1,1,345822200,F,6-Dec-80,NO,SD23000157,C,Other,Credit/Debit Card,Cat C,44012
TRA98823861,1-Jan-03,STO1247,2,N,1,2,1,345820357,M,3-Jan-75,NO,SD23000217,B,Advertisment,Credit/Debit Card,Cat A,46215
TRA98825801,1-Jan-03,STO1314,2,N,1,1,1,345821806,M,14-Feb-63,NO,SD23021263,B,Advertisment,Cheque,Cat B,38400
TRA98825282,1-Jan-03,STO1384,2,N,1,1,1,345821397,M,17-Jan-63,NO,SD23011785,B,Advertisment,Credit/Debit Card,Cat B,37200
TRA98824913,1-Jan-03,STO1264,2,N,1,1,1,345821132,M,3-Jan-57,NO,SD23001313,B,Advertisment,Credit/Debit Card,Cat B,39600
TRA98824185,1-Jan-03,STO1239,2,N,1,1,1,345820601,M,4-Jan-73,NO,SD23000781,B,Advertisment,Credit/Debit Card,Cat B,50973
TRA98824054,1-Jan-03,STO1260,2,N,1,2,1,345820504,M,6-Jan-82,NO,SD23001030,B,Advertisment,Credit/Debit Card,Cat B,59988
TRA98825890,1-Jan-03,STO1256,2,N,1,1,1,345821867,M,27-Apr-77,NO,SD23011691,B,Advertisment,Credit/Debit Card,Cat B,54000
TRA98826145,1-Jan-03,STO1314,2,N,1,1,1,345822059,M,1-Oct-75,YES,SD23021263,B,Advertisment,Other,Cat B,46500
TRA98826337,1-Jan-03,STO1291,2,N,1,1,1,345822209,M,6-Nov-75,YES,SD23011738,B,Advertisment,Other,Cat B,60000
TRA98823762,1-Jan-03,STO1244,2,N,1,1,1,345820283,F,4-Jan-74,NO,SD23002237,B,Advertisment,Credit/Debit Card,Cat B,46500
TRA98824455,1-Jan-03,STO1291,2,N,1,1,1,345820793,F,18-Mar-73,NO,SD23011738,B,Advertisment,Cheque,Cat B,46500
TRA98824027,1-Jan-03,STO1358,2,N,1,1,1,345820485,M,4-Nov-73,NO,SD23010742,A,Walkin,Other,Cat B,60000
TRA98823759,1-Jan-03,STO1242,2,N,1,1,1,345820278,M,24-May-61,YES,SD23011707,B,Advertisment,Cash,Cat B,60000
TRA98825831,1-Jan-03,STO1308,2,N,1,1,1,345821822,M,22-Nov-58,YES,SD23011806,B,Advertisment,Other,Cat B,58500
TRA98825072,1-Jan-03,STO1256,2,N,1,1,1,345821248,M,28-May-58,NO,SD23011691,B,Advertisment,Credit/Debit Card,Cat B,52500
TRA98825016,1-Jan-03,STO1244,2,N,1,1,1,345821209,M,5-Jan-58,NO,SD23000154,B,Advertisment,Credit/Debit Card,Cat B,46500
TRA98823943,1-Jan-03,STO1301,2,N,1,2,1,345820421,M,6-Jun-57,NO,SD23011740,B,Advertisment,Credit/Debit Card,Cat B,48000
TRA98824053,1-Jan-03,STO1268,2,N,1,1,1,345820503,M,17-May-56,NO,SD23004353,A,Walkin,Credit/Debit Card,Cat B,45000
TRA98825009,1-Jan-03,STO1365,2,N,1,1,1,345821204,F,4-Jan-54,NO,SD23000747,B,Advertisment,Credit/Debit Card,Cat B,58500
TRA98824601,1-Jan-03,STO1247,2,N,1,2,1,345820902,M,11-Jan-51,NO,SD23000157,C,Other,Cheque,Cat B,48000
TRA98826389,1-Jan-03,STO1351,2,N,1,1,1,345822253,M,4-Jan-52,NO,SD23010288,A,Walkin,Credit/Debit Card,Cat B,58500
TRA98824620,1-Jan-03,STO1247,2,N,1,2,1,345820915,F,2-Feb-67,NO,SD23000794,B,Advertisment,Credit/Debit Card,Cat B,64800
TRA98825781,1-Jan-03,STO1308,2,N,1,1,1,345821788,M,20-Apr-79,YES,SD23011962,B,Advertisment,Cheque,Cat B,72000
TRA98824440,1-Jan-03,STO1264,2,N,1,2,1,345820778,M,5-Jan-79,NO,SD23000742,B,Advertisment,Credit/Debit Card,Cat B,62000
TRA98826379,1-Jan-03,STO1233,2,N,1,1,1,345822244,M,18-Jul-77,NO,SD23000460,B,Advertisment,Credit/Debit Card,Cat B,64000
TRA98825508,1-Jan-03,STO1264,2,N,1,1,1,345821566,F,6-Jan-62,NO,SD23001965,B,Advertisment,Credit/Debit Card,Cat B,80000
TRA98824989,1-Jan-03,STO1332,2,N,1,2,1,345821190,M,5-Jun-61,NO,SD23011797,B,Advertisment,Credit/Debit Card,Cat B,70000
TRA98825571,1-Jan-03,STO1247,2,N,1,2,1,345821616,M,20-Mar-57,NO,SD23000157,C,Other,Cheque,Cat B,72000
TRA98824865,1-Jan-03,STO1250,2,N,1,2,1,345821098,F,16-Dec-66,NO,SD23011854,B,Advertisment,Cash,Cat B,82500
TRA98824230,1-Jan-03,STO1244,2,N,1,1,1,345820634,M,3-Jan-61,NO,SD23001360,B,Advertisment,Credit/Debit Card,Cat B,77500
TRA98823865,1-Jan-03,STO1268,2,N,1,2,1,345820359,F,5-Mar-75,NO,SD23000267,B,Advertisment,Credit/Debit Card,Cat B,155000
TRA98825173,1-Jan-03,STO1239,2,N,1,1,1,345821322,M,16-Feb-59,YES,SD23010543,A,Walkin,Cheque,Cat B,165000
TRA98828736,2-Jan-03,STO1271,2,N,1,2,1,345823942,M,18-Jul-58,NO,SD23012010,B,Advertisment,Credit/Debit Card,Cat A,15987
TRA98828641,2-Jan-03,STO1244,2,N,1,1,1,345823865,M,6-Jan-80,NO,SD23000356,B,Advertisment,Credit/Debit Card,Cat A,16022
TRA98828083,2-Jan-03,STO1251,2,N,1,2,1,345823468,M,4-Aug-55,NO,SD23011686,B,Advertisment,Credit/Debit Card,Cat A,17051
TRA98828089,2-Jan-03,STO1256,2,N,1,1,1,345823470,M,16-Apr-61,NO,SD23011691,B,Advertisment,Credit/Debit Card,Cat A,16579
TRA98828615,2-Jan-03,STO1264,2,N,1,2,1,345823848,M,5-Jan-56,NO,SD23000187,B,Advertisment,Credit/Debit Card,Cat A,19625
TRA98828542,2-Jan-03,STO1244,2,N,1,2,1,345823797,F,4-Jan-62,NO,SD23002044,B,Advertisment,Credit/Debit Card,Cat A,17180
TRA98828838,2-Jan-03,STO1239,2,N,1,1,1,345824024,M,3-Jan-65,NO,SD23011763,B,Advertisment,Credit/Debit Card,Cat A,17289
TRA98828677,2-Jan-03,STO1244,2,N,1,1,1,345823893,M,4-Jan-75,NO,SD23001730,B,Advertisment,Credit/Debit Card,Cat A,17292
TRA98829416,2-Jan-03,STO1270,2,N,1,1,1,345824466,M,4-Jan-66,NO,SD23000221,B,Advertisment,Credit/Debit Card,Cat A,20532
TRA98828138,2-Jan-03,STO1247,2,N,1,2,1,345823505,M,4-Feb-76,NO,SD23000452,B,Advertisment,Credit/Debit Card,Cat A,20572
TRA98828151,2-Jan-03,STO1291,2,N,1,1,1,345823515,F,9-Oct-74,YES,SD23011738,B,Advertisment,Cheque,Cat A,20576
TRA98829011,2-Jan-03,STO1358,2,N,1,1,1,345824153,M,6-Jan-56,NO,SD23001809,B,Advertisment,Credit/Debit Card,Cat A,19055
TRA98827407,2-Jan-03,STO1244,2,N,1,2,1,345822977,M,4-Jan-79,NO,SD23003177,B,Advertisment,Credit/Debit Card,Cat A,18594
TRA98828924,2-Jan-03,STO1250,2,N,1,1,1,345824093,M,29-May-74,NO,SD23011854,B,Advertisment,Credit/Debit Card,Cat A,19711
TRA98827048,2-Jan-03,STO1244,2,N,1,1,1,345822723,F,13-Dec-77,NO,SD23000143,B,Advertisment,Credit/Debit Card,Cat A,18267
TRA98828148,2-Jan-03,STO1250,2,N,1,1,1,345823513,F,15-Jan-65,YES,SD23011854,B,Advertisment,Credit/Debit Card,Cat A,16736
TRA98829103,2-Jan-03,STO1291,2,N,1,1,1,345824227,M,28-Apr-63,NO,SD23011738,B,Advertisment,Credit/Debit Card,Cat A,16794
TRA98829164,2-Jan-03,STO1291,2,N,1,1,1,345824269,M,25-Jun-74,NO,SD23011738,B,Advertisment,Credit/Debit Card,Cat A,21008
TRA98827169,2-Jan-03,STO1314,2,N,1,1,1,345822807,F,17-Apr-71,NO,SD23021263,B,Advertisment,Cash,Cat A,15888
TRA98829655,2-Jan-03,STO1291,2,N,1,1,1,345824639,M,19-Jan-71,NO,SD23011738,B,Advertisment,Credit/Debit Card,Cat A,18564
TRA98829570,2-Jan-03,STO1285,2,N,1,1,1,345824569,M,1-Jul-64,NO,SD23011896,B,Advertisment,Credit/Debit Card,Cat A,21416
TRA98828332,2-Jan-03,STO1390,2,N,1,1,1,345823637,M,25-May-78,NO,SD23011771,B,Advertisment,Credit/Debit Card,Cat A,16697
TRA98828581,2-Jan-03,STO1233,2,N,1,1,1,345823819,F,18-May-64,NO,SD23011684,B,Advertisment,Credit/Debit Card,Cat A,17395
TRA98829187,2-Jan-03,STO1282,2,N,1,1,1,345824284,M,20-Jul-74,NO,SD23012513,B,Advertisment,Other,Cat A,16482
TRA98828863,2-Jan-03,STO1247,2,N,1,1,1,345824045,M,20-Aug-66,NO,SD23000577,B,Advertisment,Credit/Debit Card,Cat A,17744
TRA98828159,2-Jan-03,STO1439,2,N,1,1,1,345657164,F,15-Apr-65,NO,SD23003838,A,Walkin,Cheque,Cat A,16815
TRA98829475,2-Jan-03,STO1260,2,N,1,2,1,345824500,M,3-Jan-81,NO,SD23001030,B,Advertisment,Credit/Debit Card,Cat A,19691
TRA98829642,2-Jan-03,STO1244,2,N,1,2,1,345824627,M,23-Aug-78,NO,SD23011768,B,Advertisment,Credit/Debit Card,Cat A,21903
TRA98827471,2-Jan-03,STO1244,2,N,1,2,1,345823024,M,5-Jan-67,NO,SD23001233,B,Advertisment,Credit/Debit Card,Cat A,23696
TRA98828135,2-Jan-03,STO1268,2,N,1,2,1,345823503,F,21-Jun-74,NO,SD23001118,B,Advertisment,Credit/Debit Card,Cat A,20373
TRA98827978,2-Jan-03,STO1314,2,N,1,1,1,345823391,F,4-Jan-67,NO,SD23001248,B,Advertisment,Cheque,Cat B,20400
TRA98828944,2-Jan-03,STO1242,2,N,1,1,1,345824106,F,21-Dec-81,NO,SD23011707,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98829117,2-Jan-03,STO1314,2,N,1,1,1,345824233,M,20-Jun-81,YES,SD23021263,B,Advertisment,Other,Cat B,23400
TRA98829089,2-Jan-03,STO1363,2,N,1,1,1,345824214,M,6-May-81,NO,SD23021304,A,Walkin,Credit/Debit Card,Cat B,20400
TRA98826842,2-Jan-03,STO1246,2,N,1,1,1,345822579,M,4-Jan-81,NO,SD23017820,A,Walkin,Credit/Debit Card,Cat B,20400
TRA98826883,2-Jan-03,STO1264,2,N,1,1,1,345822602,F,5-Jan-81,NO,SD23000765,B,Advertisment,Credit/Debit Card,Cat B,23400
TRA98827197,2-Jan-03,STO1291,2,N,1,1,1,345822825,F,20-Feb-80,NO,SD23011738,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98828113,2-Jan-03,STO1331,2,N,1,1,1,345823487,M,8-Dec-80,NO,SD23018479,A,Walkin,Credit/Debit Card,Cat B,23400
TRA98826902,2-Jan-03,STO1247,2,N,1,1,1,345822616,M,13-Feb-79,NO,SD23000349,B,Advertisment,Credit/Debit Card,Cat B,19200
TRA98828193,2-Jan-03,STO1247,2,N,1,2,1,345823545,M,3-Jan-80,NO,SD23000452,B,Advertisment,Credit/Debit Card,Cat B,18600
TRA98827201,2-Jan-03,STO1285,2,N,1,2,1,345822828,M,26-Sep-79,YES,SD23011711,B,Advertisment,Other,Cat B,19200
TRA98828007,2-Jan-03,STO1260,2,N,1,1,1,345823414,F,4-Jan-80,NO,SD23000176,B,Advertisment,Credit/Debit Card,Cat B,22800
TRA98828243,2-Jan-03,STO1291,2,N,1,1,1,345823578,M,17-Mar-79,NO,SD23011738,B,Advertisment,Cash,Cat B,21000
TRA98827540,2-Jan-03,STO1235,2,N,1,1,1,345823073,F,5-Apr-78,YES,SD23012183,B,Advertisment,Other,Cat B,18000
TRA98828518,2-Jan-03,STO1244,2,N,1,1,1,345823780,M,19-Jan-78,YES,SD23011768,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98828760,2-Jan-03,STO1247,2,N,1,2,1,345823962,F,17-Mar-78,NO,SD23000172,B,Advertisment,Credit/Debit Card,Cat B,18600
TRA98829082,2-Jan-03,STO1247,2,N,1,2,1,345824208,F,3-Jan-79,NO,SD23000293,B,Advertisment,Credit/Debit Card,Cat B,21600
TRA98829212,2-Jan-03,STO1247,2,N,1,1,1,345824303,M,6-May-78,NO,SD23000759,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98829100,2-Jan-03,STO1250,2,N,1,1,1,345824225,M,22-Jul-78,YES,SD23011854,B,Advertisment,Other,Cat B,20400
TRA98829673,2-Jan-03,STO1239,2,N,1,1,1,345824653,M,28-Aug-77,NO,SD23011763,B,Advertisment,Cheque,Cat B,21000
TRA98827106,2-Jan-03,STO1242,2,N,1,1,1,345822765,F,24-May-77,NO,SD23011707,B,Advertisment,Cash,Cat B,18000
TRA98828909,2-Jan-03,STO1247,2,N,1,2,1,345824078,M,5-Jan-78,NO,SD23000198,B,Advertisment,Credit/Debit Card,Cat B,21600
TRA98826837,2-Jan-03,STO1247,2,N,1,1,1,345822575,M,26-Dec-77,NO,SD23011736,B,Advertisment,Other,Cat B,20400
TRA98829634,2-Jan-03,STO1264,2,N,1,2,1,345824622,M,6-Jan-78,NO,SD23000187,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98827796,2-Jan-03,STO1282,2,N,1,1,1,345823260,M,3-Nov-77,NO,SD23012513,B,Advertisment,Cheque,Cat B,20400
TRA98829074,2-Jan-03,STO1327,2,N,1,1,1,345824201,M,8-Jul-77,NO,SD23002838,A,Walkin,Cheque,Cat B,20400
TRA98828499,2-Jan-03,STO1340,2,N,1,1,1,345823767,F,13-Jan-76,NO,SD23015142,A,Walkin,Credit/Debit Card,Cat B,22800
TRA98828603,2-Jan-03,STO1390,2,N,1,1,1,345823835,M,2-Jun-76,NO,SD23011771,B,Advertisment,Cash,Cat B,22800
TRA98827272,2-Jan-03,STO1327,2,N,1,1,1,345822880,M,5-Jun-76,NO,SD23012302,B,Advertisment,Cash,Cat B,23400
TRA98826838,2-Jan-03,STO1250,2,N,1,2,1,345822577,M,14-Mar-75,NO,SD23011854,B,Advertisment,Cash,Cat B,23400
TRA98827464,2-Jan-03,STO1264,2,N,1,1,1,345823018,F,5-Jan-76,NO,SD23000742,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98828750,2-Jan-03,STO1332,2,N,1,1,1,345823953,M,19-Feb-75,NO,SD23011797,B,Advertisment,Credit/Debit Card,Cat B,22800
TRA98827683,2-Jan-03,STO1233,2,N,1,1,1,345823180,M,25-Oct-74,NO,SD23011684,B,Advertisment,Cash,Cat B,24000
TRA98829222,2-Jan-03,STO1233,2,N,1,1,1,345824315,F,19-Jul-74,YES,SD23011684,B,Advertisment,Cheque,Cat B,21600
TRA98828809,2-Jan-03,STO1244,2,N,1,1,1,345824000,F,4-Jan-75,NO,SD23001988,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98829091,2-Jan-03,STO1244,2,N,1,1,1,345824216,M,6-Jan-75,NO,SD23002237,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98827715,2-Jan-03,STO1251,2,N,1,2,1,345823204,M,6-Jan-75,NO,SD23011686,B,Advertisment,Cash,Cat B,20400
TRA98827610,2-Jan-03,STO1292,2,N,1,1,1,345823123,M,15-May-74,YES,SD23011857,B,Advertisment,Credit/Debit Card,Cat B,23400
TRA98829455,2-Jan-03,STO1256,2,N,1,1,1,345824489,F,22-Nov-74,NO,SD23011691,B,Advertisment,Credit/Debit Card,Cat B,21600
TRA98828501,2-Jan-03,STO1301,2,N,1,1,1,345823770,M,6-Dec-74,YES,SD23011740,B,Advertisment,Cheque,Cat B,22200
TRA98827754,2-Jan-03,STO1241,2,N,1,2,1,345823230,F,31-May-73,NO,SD23000211,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98828788,2-Jan-03,STO1244,2,N,1,1,1,345823985,F,4-Jan-74,NO,SD23001296,B,Advertisment,Credit/Debit Card,Cat B,21600
TRA98828094,2-Jan-03,STO1264,2,N,1,1,1,345823472,M,20-Jul-73,NO,SD23000757,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98827103,2-Jan-03,STO1308,2,N,1,1,1,345822763,M,19-Jun-73,NO,SD23011962,B,Advertisment,Other,Cat B,22800
TRA98827780,2-Jan-03,STO1308,2,N,1,1,1,345823248,F,11-Sep-73,YES,SD23011962,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98827133,2-Jan-03,STO1256,2,N,1,1,1,345822786,M,18-Oct-73,NO,SD23011691,B,Advertisment,Cash,Cat B,21600
