,Transaction_ID,Transaction_Date,Store_ID,Number_of_EMI,Purchased_in_Sale,Var1,Var2,Var3,Client_ID,Gender,DOB,Referred_Friend,Sales_Executive_ID,Sales_Executive_Category,Lead_Source_Category,Payment_Mode,Product_Category,result
16958,17098,26,32,2,0,1,0,0,346176513,1,9901,0,2829,4,0,2,1,27
16959,16614,26,41,3,0,1,0,0,346097682,0,5227,0,1230,1,0,1,1,27
16960,16431,26,51,3,0,1,0,0,346175393,1,4346,0,1260,1,0,0,1,27
16961,16603,26,51,3,0,1,0,0,346175684,0,6832,0,1260,1,0,1,1,27
16962,17007,26,51,3,0,1,0,0,346176368,1,3625,0,1960,0,3,2,1,27
16963,16745,26,94,3,0,1,0,0,346175905,1,3949,0,2843,1,0,0,1,27
16964,17019,26,67,2,0,1,1,0,346176395,1,9984,0,3451,0,3,0,1,27
16965,17225,26,61,2,0,1,0,0,346176722,1,5464,0,1353,0,3,2,1,27
16966,16968,26,70,1,1,2,0,0,346176303,0,436,0,137,1,2,1,1,27
16967,16934,26,143,2,0,1,1,0,346176236,1,6764,0,2177,0,3,2,1,27
16968,17312,26,110,8,0,3,0,0,346176857,1,655,0,361,1,2,4,1,27
16969,17141,26,131,1,1,2,0,0,346176576,1,7508,1,699,1,2,1,1,27
16970,17305,26,234,1,1,2,0,0,346176846,1,8240,0,6202,2,3,1,1,27
16971,16725,26,249,1,1,2,0,0,346175875,1,889,1,4084,1,2,1,1,27
16972,17166,26,7,3,0,1,0,0,346176623,0,2473,0,1222,1,0,0,1,27
16973,17289,26,11,2,0,1,1,0,346176819,0,10521,0,23,1,0,2,1,27
16974,17248,26,13,2,0,1,0,0,346176758,1,9670,0,297,0,3,1,1,27
16975,17091,26,13,3,0,1,0,0,346176507,1,888,0,1246,1,0,0,1,27
16976,17018,26,34,2,0,1,1,0,346176394,0,8972,0,57,1,0,2,1,27
16977,16701,26,34,2,0,1,1,0,346175847,1,9081,0,1204,0,3,3,1,27
16978,17162,26,24,2,0,1,0,0,346176617,1,5006,0,61,1,0,2,1,27
16979,16768,26,26,2,0,1,1,0,346175956,0,7135,0,8,2,1,2,1,27
16980,16470,26,64,3,0,1,0,0,346175462,1,3592,0,1242,1,0,2,1,27
16981,17103,26,95,3,0,1,0,0,346176520,1,8580,0,2164,0,3,2,1,27
16982,17117,26,22,2,0,1,0,0,346176540,1,1200,0,103,1,0,2,1,27
16983,17290,26,17,3,0,1,0,0,346176822,1,8801,0,5276,1,2,0,1,27
16984,17221,26,38,3,0,1,0,0,346176713,0,583,0,1255,1,0,0,1,27
16985,17044,26,51,3,0,1,0,0,346176431,1,9011,0,1243,1,0,2,1,27
16986,17170,26,94,3,0,1,0,0,346176629,1,9942,0,1240,1,0,2,1,27
16987,17111,26,33,3,0,3,1,0,346100184,1,9737,0,3213,0,3,4,1,27
16988,17146,26,61,3,0,1,0,0,346176584,1,7507,0,445,0,3,2,1,27
16989,16590,26,73,2,0,1,0,0,346175664,0,7847,0,2675,0,3,1,1,27
16990,16879,26,74,8,0,3,0,0,346176121,1,11457,0,145,1,2,4,1,27
16991,17254,26,225,3,0,1,0,0,346176767,1,8149,0,5481,2,3,2,1,27
16992,17291,26,224,3,0,1,0,0,346176824,1,11705,0,3756,2,3,2,1,27
16993,16643,26,1,3,0,1,0,0,346175745,0,10987,0,1217,1,0,2,1,27
16994,16439,26,7,3,0,1,0,0,346175405,1,4775,0,1222,1,0,0,1,27
16995,16981,26,7,3,0,1,0,0,346176326,0,9381,0,1222,1,0,0,1,27
16996,16959,26,9,2,0,1,1,0,346176283,0,10830,0,2706,1,0,2,1,27
16997,16689,26,10,2,0,1,0,0,346175827,1,8392,0,4311,0,3,2,1,27
16998,16767,26,10,2,0,1,0,0,346175955,1,9495,0,5270,0,3,2,1,27
16999,17074,26,11,2,0,1,1,0,346176480,1,9899,0,31,1,0,2,1,27
17000,16764,26,11,2,0,1,1,0,346175949,1,11817,0,100,1,0,2,1,27
17001,17222,26,39,3,0,1,0,0,346176714,1,6497,1,8,2,1,3,1,27
17002,17179,26,26,2,0,1,1,0,346176641,1,1620,0,587,0,3,2,1,27
17003,16698,26,55,3,0,1,1,0,346175839,0,8481,0,1225,1,0,0,1,27
17004,17107,26,54,2,0,1,0,0,346176528,0,10161,1,3239,3,0,1,1,27
17005,16886,26,35,3,0,1,0,0,346176133,1,4051,0,1314,1,0,0,1,27
17006,16484,26,32,2,0,1,0,0,346175486,1,10594,0,2829,4,0,0,1,27
17007,16857,26,42,3,0,1,0,0,346176080,1,6694,0,1248,1,0,0,1,27
17008,16939,26,48,3,0,1,0,0,346176247,1,5784,0,3564,1,0,0,1,27
17009,16937,26,65,2,0,1,0,0,346176241,0,3451,0,4448,0,3,2,1,27
17010,17064,26,62,3,0,1,0,0,346176460,1,10951,1,123,1,2,2,1,27
17011,17157,26,177,2,0,1,0,0,346176609,1,7134,1,6412,0,3,1,1,27
17012,17065,26,0,2,0,1,1,0,346176462,1,5293,0,8,2,1,0,1,27
17013,17214,26,0,2,0,1,0,0,346176701,1,9777,0,8,2,1,2,1,27
17014,16559,26,1,3,0,1,0,0,346175617,1,6596,0,1217,1,0,1,1,27
17015,16818,26,1,3,0,1,0,0,346176023,1,4149,0,1217,1,0,4,1,27
17016,16709,26,2,1,1,2,0,0,346171665,0,10016,0,663,0,3,0,1,27
17017,17013,26,9,2,0,1,0,0,346176385,1,10986,1,879,0,3,1,1,27
17018,17272,26,9,3,0,1,0,0,346176795,1,10360,0,1237,1,0,0,1,27
17019,16462,26,11,1,1,2,0,0,345932970,1,10360,0,465,0,3,1,1,27
17020,16895,26,13,3,0,1,0,0,346176152,0,4458,0,1246,1,0,2,1,27
17021,17188,26,19,3,0,1,0,0,346176660,0,1833,0,2395,1,0,0,1,27
17022,16469,26,24,3,0,1,0,0,346175460,1,7998,0,1232,1,0,0,1,27
17023,17175,26,26,2,0,1,1,0,346176637,1,10785,0,8,2,1,2,1,27
17024,16563,26,32,2,0,1,0,0,346175622,1,11,0,2829,4,0,1,1,27
17025,16943,26,32,2,0,1,0,0,346176256,1,2654,0,2829,4,0,2,1,27
17026,16480,26,32,1,1,2,0,0,346175481,1,70,1,6124,2,3,1,1,27
17027,16862,26,67,2,0,1,1,0,346176086,1,5293,0,3208,0,3,1,1,27
17028,17192,26,73,3,0,1,0,0,346176669,0,5434,0,3501,1,0,0,1,27
17029,16773,26,73,3,0,1,0,0,346175963,1,3946,0,3655,1,0,0,1,27
17030,16836,26,73,3,0,1,0,0,346176051,1,4714,1,3655,1,0,0,1,27
17031,16972,26,48,3,0,1,1,0,346176310,1,1441,0,3555,1,0,0,1,27
17032,16816,26,49,8,0,3,0,0,346176021,1,8833,0,5152,2,3,4,1,27
17033,16702,26,66,1,1,2,0,0,345974765,1,921,0,2600,0,3,1,1,27
17034,17258,26,232,8,0,3,0,0,346176775,1,10829,0,3539,0,3,4,1,27
17035,16637,26,245,1,1,2,0,0,346116214,1,1336,0,4726,2,3,1,1,27
17036,16628,26,0,2,0,1,0,0,346175721,1,1653,0,8,2,1,0,1,27
17037,16560,26,1,3,0,1,0,0,346175618,1,11489,1,1217,1,0,3,1,27
17038,16770,26,5,3,0,1,0,0,346175959,0,2043,0,1399,1,0,2,1,27
17039,17184,26,7,2,0,1,0,0,346176654,1,4524,0,4895,0,3,1,1,27
17040,17063,26,11,2,0,1,1,0,346176458,1,5223,0,28,1,0,2,1,27
17041,16966,26,11,2,0,1,1,0,346176298,1,10359,0,69,1,0,2,1,27
17042,16495,26,11,2,0,1,1,0,346175507,1,2262,0,81,1,0,2,1,27
17043,16692,26,11,2,0,1,1,0,346175829,0,3449,0,1800,0,3,1,1,27
17044,16777,26,13,3,0,1,0,0,346175970,1,8642,0,1246,1,0,0,1,27
17045,16856,26,13,3,0,1,0,0,346176077,0,3311,0,1246,1,0,2,1,27
17046,16639,26,24,2,0,1,0,0,346175740,1,10446,0,8,2,1,1,1,27
17047,17056,26,26,2,0,1,1,0,346176447,1,3311,0,8,2,1,2,1,27
17048,16760,26,55,3,0,1,0,0,346175938,1,3244,0,1225,1,0,0,1,27
17049,16657,26,97,3,0,1,0,0,346175768,0,10446,1,1271,1,0,3,1,27
17050,16555,26,14,3,0,1,1,0,346175611,1,9897,0,3041,1,0,0,1,27
17051,16892,26,14,3,0,1,0,0,346176145,0,8934,0,3041,1,0,2,1,27
17052,16976,26,23,1,1,2,0,0,346176315,1,3789,0,285,0,3,2,1,27
17053,16973,26,35,3,0,1,0,0,346176311,1,8447,0,1314,1,0,2,1,27
17054,16784,26,96,3,0,1,0,0,346175977,0,8934,0,1238,1,0,0,1,27
17055,17232,26,60,1,1,2,1,0,346176733,0,11057,0,2770,2,3,2,1,27
17056,16589,26,32,2,0,1,0,0,346175663,1,10909,0,2829,4,0,0,1,27
17057,17249,26,41,3,0,1,0,0,346176760,1,3311,1,1230,1,0,2,1,27
17058,17309,26,89,2,0,1,0,0,346176852,1,819,0,2267,0,3,4,1,27
17059,17113,26,31,1,1,2,0,0,346176536,0,5782,0,3320,2,3,2,1,27
17060,17010,26,73,3,0,1,0,0,346176372,1,466,0,3655,1,0,0,1,27
17061,16679,26,177,2,0,1,1,0,346175805,0,8934,0,5511,0,3,2,1,27
17062,16638,26,238,3,0,1,0,0,346175738,1,8934,0,5094,0,3,0,1,27
17063,16754,26,1,3,0,1,0,0,346150888,1,7533,1,1217,1,0,2,1,27
17064,16901,26,11,2,0,1,0,0,346176165,0,9043,0,8,2,1,2,1,27
17065,17041,26,11,2,0,1,0,0,346176428,1,2293,0,37,1,0,2,1,27
17066,17092,26,37,3,0,1,1,0,346176509,1,9611,0,1611,1,0,0,1,27
17067,16662,26,38,3,0,1,0,0,346175778,1,9847,0,1224,1,0,2,1,27
17068,17042,26,41,3,0,1,1,0,346176429,0,2109,0,1230,1,0,2,1,27
17069,16834,26,80,3,0,1,0,0,346176047,1,4048,1,4187,0,3,1,1,27
17070,16696,26,40,2,0,1,0,0,346175836,1,7263,1,4741,0,3,1,1,27
17071,16595,26,88,8,0,3,1,0,345964924,1,1795,0,763,0,3,4,1,27
17072,17191,26,18,3,0,1,0,0,346176665,1,6658,0,1220,1,0,0,1,27
17073,17174,26,65,3,0,1,0,0,346176636,1,8797,0,6414,0,3,2,1,27
17074,16624,26,132,3,0,3,0,0,346175715,1,11165,0,726,1,2,4,1,27
17075,17220,26,0,2,0,1,0,0,346176712,1,2578,0,8,2,1,1,1,27
17076,17073,26,4,3,0,1,0,0,346176478,1,5431,0,1236,1,0,0,1,27
17077,16918,26,7,3,0,1,0,0,346176204,0,7229,0,1222,1,0,0,1,27
17078,16956,26,9,2,0,1,1,0,346176279,1,4260,0,488,1,0,2,1,27
17079,16695,26,11,2,0,1,1,0,346175835,0,10357,0,63,1,0,2,1,27
17080,16449,26,11,2,0,1,0,0,346175422,1,4962,0,134,1,0,2,1,27
17081,16544,26,19,1,1,2,0,0,346175589,0,2041,0,6382,2,3,1,1,27
17082,17031,26,34,2,0,1,0,0,346176413,1,6657,0,441,0,3,2,1,27
17083,16872,26,55,2,0,1,1,0,346176100,1,11740,0,2193,0,3,2,1,27
17084,16491,26,97,3,0,1,0,0,346175500,1,4771,0,1271,1,0,0,1,27
17085,17128,26,69,2,0,1,1,0,346176555,1,7321,0,6350,0,3,2,1,27
17086,16454,26,44,3,0,1,0,0,346175429,1,4684,0,3976,1,0,2,1,27
17087,16467,26,35,3,0,1,0,0,346175452,1,11923,0,1314,1,0,1,1,27
17088,16915,26,37,1,1,2,0,0,346176200,0,9222,1,6117,0,3,1,1,27
17089,16697,26,28,3,0,1,0,0,346175837,0,1582,0,1264,1,0,0,1,27
17090,16793,26,21,2,0,1,0,0,346175990,1,10357,0,158,1,0,2,1,27
17091,16815,26,21,2,0,1,0,0,346176020,0,10826,0,6395,0,3,2,1,27
17092,16437,26,32,2,0,1,0,0,346175401,1,9104,0,2829,4,0,2,1,27
17093,16962,26,18,3,0,1,0,0,346176290,0,10050,0,1220,1,0,2,1,27
17094,16783,26,233,2,0,1,0,0,346175976,1,12325,0,3833,0,3,2,1,27
17095,17104,26,216,2,0,1,0,0,346176523,1,10741,0,5383,0,3,2,1,27
17096,17150,26,7,3,0,1,0,0,346176592,1,2330,0,1222,1,0,2,1,27
17097,17035,26,9,2,0,1,1,0,346176419,0,10825,0,291,1,0,2,1,27
17098,16876,26,11,2,0,1,0,0,346176112,1,2364,0,8,2,1,2,1,27
17099,17187,26,11,2,0,1,0,0,346176658,0,11518,0,8,2,1,1,1,27
17100,17163,26,11,2,0,1,0,0,346176618,1,11163,0,134,1,0,2,1,27
17101,17127,26,97,3,0,1,0,0,346176553,0,10589,0,1271,1,0,2,1,27
17102,16977,26,45,2,0,1,0,0,346176316,1,7750,1,6402,0,3,3,1,27
17103,16615,26,38,3,0,1,0,0,346175703,1,5144,0,1224,1,0,0,1,27
17104,17047,26,56,1,1,2,0,0,346176437,0,3139,0,94,0,3,1,1,27
17105,16736,26,32,2,0,1,0,0,346175891,1,10906,0,2829,4,0,0,1,27
17106,17026,26,32,2,0,1,0,0,346176406,1,3858,0,2829,4,0,2,1,27
17107,17148,26,32,2,0,1,0,0,346176588,1,8966,0,2829,4,0,0,1,27
17108,16688,26,80,2,0,1,0,0,346175825,1,4339,0,5059,1,0,1,1,27
17109,16779,26,73,3,0,1,0,0,346175972,1,2972,0,3501,1,0,2,1,27
17110,16979,26,231,3,0,1,0,0,346176318,0,10311,0,5513,0,3,2,1,27
17111,17215,26,209,2,0,1,0,0,346176703,1,2541,0,4257,0,3,2,1,27
17112,16471,26,214,1,1,2,1,0,346175464,1,10356,0,6378,2,3,1,1,27
17113,17158,26,2,3,0,1,0,0,346176611,0,7901,1,1281,1,0,2,1,27
17114,17023,26,4,3,0,1,0,0,346176401,1,8930,0,1236,1,0,0,1,27
17115,16805,26,6,2,0,1,0,0,346176005,1,2074,0,1925,4,0,2,1,27
17116,16372,26,9,2,0,1,1,1,346175299,0,9893,1,2663,0,3,1,1,27
17117,16861,26,11,2,0,1,0,0,346176085,1,10011,0,69,1,0,2,1,27
17118,16965,26,11,2,0,1,0,0,346176296,1,8930,0,101,1,0,2,1,27
17119,16625,26,30,3,0,1,0,0,346175717,0,2799,0,5262,0,3,3,1,27
17120,16759,26,23,2,0,1,0,0,346175936,1,12249,0,3557,0,3,1,1,27
17121,16499,26,60,1,1,2,0,0,346175515,0,3976,0,1328,0,3,1,1,27
17122,16791,26,32,2,0,1,0,0,346175987,1,10355,0,2829,4,0,2,1,27
17123,17052,26,32,2,0,1,0,0,346176443,1,7564,0,2829,4,0,0,1,27
17124,16829,26,51,3,0,1,0,0,346176039,1,1155,0,1260,1,0,2,1,27
17125,16552,26,88,2,0,1,1,0,346175607,0,10981,0,843,0,3,2,1,27
17126,16633,26,73,3,0,1,0,0,346175731,1,10905,0,3501,1,0,0,1,27
17127,16705,26,181,1,1,2,0,0,346175852,0,952,0,3870,2,3,2,1,27
17128,17263,26,118,2,0,1,0,0,346176782,1,6191,1,452,1,2,2,1,27
17129,16594,26,3,2,0,1,1,0,346175672,0,10309,0,4792,0,3,1,1,27
17130,17152,26,9,2,0,1,1,0,346176599,0,9892,0,45,1,0,2,1,27
17131,16732,26,11,2,0,1,1,0,346175884,0,10823,0,25,1,0,2,1,27
17132,16845,26,11,2,0,3,1,0,346176063,1,10155,1,69,1,0,2,1,27
17133,17154,26,79,2,0,1,1,0,346176604,1,6424,0,6411,2,3,2,1,27
17134,16813,26,26,2,0,1,1,0,346176017,1,9892,0,8,2,1,2,1,27
17135,16802,26,26,2,0,1,1,0,346176000,1,951,0,6393,0,3,2,1,27
17136,16811,26,55,3,0,1,0,0,346176014,1,10662,0,1225,1,0,0,1,27
17137,16744,26,96,3,0,1,0,0,346175903,1,10513,0,1238,1,0,0,1,27
17138,17135,26,38,3,0,1,1,0,346176567,1,3514,0,1255,1,0,0,1,27
17139,16728,26,120,1,1,2,0,0,346175878,1,9040,0,6391,2,3,1,1,27
17140,16601,26,18,3,0,1,0,0,346175682,1,11849,0,1220,1,0,2,1,27
17141,17151,26,73,1,1,2,0,0,346176596,0,9975,0,5223,0,3,1,1,27
17142,16668,26,225,1,1,2,0,0,346175788,1,9843,0,2703,2,3,1,1,27
17143,16865,26,1,3,0,1,0,0,346176092,1,9728,1,1217,1,0,3,1,27
17144,17096,26,5,3,0,1,0,0,346176512,1,11345,0,1399,1,0,0,1,27
17145,17062,26,9,2,0,1,0,0,346176456,1,10822,0,387,1,0,2,1,27
17146,17259,26,9,2,0,1,0,0,346176777,0,10353,0,455,1,0,2,1,27
17147,16673,26,11,2,0,1,0,0,346175797,1,9073,0,101,1,0,2,1,27
17148,17137,26,55,3,0,1,1,0,346176571,0,9891,0,1225,1,0,2,1,27
17149,17306,26,98,3,0,1,0,0,346176848,1,9039,0,1887,0,3,2,1,27
17150,17015,26,44,3,0,1,0,0,346176390,1,8671,0,3976,1,0,0,1,27
17151,16593,26,96,3,0,1,0,0,346175669,1,2687,0,1238,1,0,0,1,27
17152,16792,26,21,2,0,1,1,0,346175988,1,9891,0,158,1,0,2,1,27
17153,17168,26,21,2,0,1,0,0,346176626,1,1752,0,2759,0,3,2,1,27
17154,16734,26,56,3,0,1,0,0,346175888,1,4867,0,3348,1,0,0,1,27
17155,17099,26,32,3,0,1,0,0,346176514,1,9974,0,1219,1,0,0,1,27
17156,16667,26,20,2,0,1,0,0,346175786,1,10353,0,2813,0,3,2,1,27
17157,16992,26,73,3,0,1,0,0,346176342,1,574,0,3655,1,0,0,1,27
17158,17307,26,65,2,0,1,0,0,346176850,1,10440,0,4102,0,3,2,1,27
17159,17126,26,153,1,1,2,0,0,346009915,1,8857,0,4131,0,3,2,1,27
17160,16828,26,7,3,0,1,0,0,346176037,1,10942,0,1222,1,0,0,1,27
17161,17145,26,11,2,0,1,0,0,346176583,0,10978,0,8,2,1,2,1,27
17162,17310,26,11,2,0,1,0,0,346176854,0,10821,0,12,1,0,2,1,27
17163,17160,26,11,2,0,1,0,0,346176615,1,1714,0,23,1,0,2,1,27
17164,16707,26,24,2,0,1,0,0,346175855,1,2502,0,175,1,0,2,1,27
17165,16999,26,55,3,0,1,0,0,346176356,1,6590,0,1225,1,0,0,1,27
17166,16905,26,55,2,0,1,0,0,346176181,1,5062,0,4432,0,3,2,1,27
17167,17240,26,98,3,0,1,0,0,346176748,0,2036,0,1278,1,0,0,1,27
17168,17304,26,27,2,0,1,0,0,346176845,1,11452,1,6421,0,3,2,1,27
17169,16419,26,28,3,0,1,0,0,346175373,0,6821,0,1264,1,0,2,1,27
17170,16909,26,28,3,0,1,0,0,346176187,0,10439,0,1264,1,0,2,1,27
17171,16669,26,21,2,0,1,1,0,346175790,1,10821,0,276,1,0,2,1,27
17172,16708,26,31,3,0,1,0,0,346175857,1,10352,0,2015,1,0,0,1,27
17173,16808,26,74,3,0,1,0,0,346176010,1,6522,0,145,1,2,1,1,27
17174,17084,26,224,3,0,1,0,0,346176494,1,9890,0,5704,0,3,2,1,27
17175,16452,26,7,3,0,1,0,0,346175426,1,11381,0,1222,1,0,0,1,27
17176,16894,26,9,2,0,1,0,0,346176149,0,9889,0,216,1,0,2,1,27
17177,16953,26,9,2,0,1,0,0,346176276,0,9889,0,2828,1,0,2,1,27
17178,16482,26,11,2,0,1,1,0,346175484,1,1115,0,134,1,0,2,1,27
17179,17274,26,11,2,0,1,1,0,346176797,0,6254,1,134,1,0,0,1,27
17180,17057,26,11,2,0,1,1,0,346176449,1,1289,0,171,1,0,2,1,27
17181,16920,26,64,3,0,1,0,0,346176206,1,988,0,1242,1,0,0,1,27
17182,16806,26,30,2,0,1,0,0,346176007,1,9889,0,899,0,3,2,1,27
17183,16888,26,20,1,1,2,0,0,346176137,1,9037,0,6400,2,3,0,1,27
17184,16422,26,73,3,0,1,0,0,346133686,1,2685,1,3373,2,3,2,1,27
17185,16631,26,139,1,1,2,0,0,346175727,1,6752,1,1588,1,2,2,1,27
17186,17142,26,9,2,0,1,0,0,346176579,1,10820,0,351,1,0,2,1,27
17187,16444,26,9,2,0,1,0,0,346175413,1,911,0,419,1,0,2,1,27
17188,16986,26,9,2,0,1,1,0,346176333,1,10350,0,2706,1,0,2,1,27
17189,17292,26,9,2,0,1,1,0,346176825,1,10350,0,2706,1,0,2,1,27
17190,16840,26,11,2,0,1,1,0,345641010,0,11264,0,8,2,1,2,1,27
17191,16880,26,11,2,0,1,0,0,346176123,0,7401,0,100,1,0,2,1,27
17192,16774,26,11,2,0,1,0,0,346175965,0,10976,0,101,1,0,2,1,27
17193,16983,26,24,2,0,1,0,0,346176330,1,2571,0,49,1,0,2,1,27
17194,16919,26,95,3,0,1,1,0,346176205,1,12169,0,1324,1,0,0,1,27
17195,16715,26,107,1,1,2,0,0,345956748,0,12021,1,2780,0,3,1,1,27
17196,17030,26,42,3,0,1,0,0,346176411,1,5425,0,1248,1,0,0,1,27
17197,17261,26,122,3,0,1,0,0,346176780,1,2286,0,490,1,2,2,1,27
17198,16873,26,88,2,0,1,1,0,346176101,1,9888,0,1652,1,0,2,1,27
17199,16706,26,221,2,0,1,0,0,346175853,1,9888,0,6389,2,3,2,1,27
17200,16472,26,7,3,0,1,0,0,346175466,0,3544,0,1222,1,0,0,1,27
17201,17204,26,11,2,0,1,0,0,346176687,0,2608,0,101,1,0,2,1,27
17202,16448,26,11,3,0,1,1,0,346175420,1,10819,0,1229,1,0,0,1,27
17203,16678,26,13,3,0,1,1,0,346175804,0,10349,0,1246,1,0,2,1,27
17204,17223,26,13,3,0,1,0,0,346176716,0,2393,0,1246,1,0,2,1,27
17205,16890,26,54,2,0,1,1,0,346176140,1,9035,0,8,2,1,2,1,27
17206,17028,26,28,3,0,1,0,0,346176408,1,9574,0,1264,1,0,2,1,27
17207,16900,26,60,1,1,2,0,0,346166521,0,12354,0,3916,0,3,0,1,27
17208,16841,26,80,1,1,2,0,0,346176056,1,4371,1,6398,2,3,1,1,27
17209,17077,26,31,3,0,1,0,0,346176484,1,9887,0,2015,1,0,0,1,27
17210,16798,26,46,2,0,1,0,0,346175994,1,8355,0,498,0,3,2,1,27
17211,17266,26,61,1,1,2,0,0,346176784,1,10151,0,3157,0,3,1,1,27
17212,17134,26,48,3,0,1,1,0,346176566,1,10899,0,1231,1,0,0,1,27
17213,17195,26,209,2,0,1,0,0,346176673,1,6715,0,5019,0,3,2,1,27
17214,16612,26,5,3,0,1,0,0,346175697,0,12206,0,1399,1,0,0,1,27
17215,17004,26,11,2,0,1,1,0,346176362,1,10348,0,101,1,0,2,1,27
17216,17207,26,11,2,0,1,0,0,346176690,1,9886,0,1792,1,0,2,1,27
17217,17286,26,13,3,0,1,1,0,346176813,1,10348,0,1246,1,0,0,1,27
17218,16572,26,13,2,0,1,0,0,346175639,1,3096,0,4509,0,3,2,1,27
17219,17039,26,54,2,0,3,0,0,346176425,1,2864,1,8,2,1,1,1,27
17220,17182,26,95,3,0,1,0,0,346176648,1,10818,0,1324,1,0,2,1,27
17221,16693,26,86,2,0,1,0,0,346175831,1,1643,0,3064,0,3,2,1,27
17222,17016,26,107,2,0,1,0,0,346176392,1,10657,0,6403,0,3,2,1,27
17223,16497,26,42,3,0,1,0,0,346175512,1,5897,0,1248,1,0,2,1,27
17224,17058,26,18,3,0,1,0,0,346176451,1,3850,0,1220,1,0,2,1,27
17225,17108,26,4,2,0,1,0,0,346176529,1,4407,0,4976,0,3,1,1,27
17226,17178,26,11,2,0,1,1,0,346176640,1,10223,0,31,1,0,2,1,27
17227,16724,26,26,2,0,1,0,0,346175874,1,2497,0,8,2,1,1,1,27
17228,17048,26,35,3,0,1,0,0,346176438,1,3471,0,1314,1,0,2,1,27
17229,16489,26,96,1,1,2,0,0,345743903,0,11914,1,1561,0,3,1,1,27
17230,16974,26,96,2,0,1,0,0,346176312,1,4952,0,2525,0,3,1,1,27
17231,16938,26,59,2,0,1,1,0,346176245,1,7495,0,4777,0,3,2,1,27
17232,16627,26,32,3,0,1,0,0,346175720,1,11045,0,1219,1,0,0,1,27
17233,17080,26,41,3,0,1,0,0,346176487,1,10897,1,6406,2,3,1,1,27
17234,16914,26,61,3,0,1,0,0,346176199,0,6184,0,1292,1,0,0,1,27
17235,17237,26,73,3,0,1,0,0,346176742,0,11045,0,3655,1,0,1,1,27
17236,16893,26,155,2,0,1,0,0,346176147,1,422,0,6401,2,3,2,1,27
17237,17177,26,13,1,1,2,0,0,346176639,1,638,0,6415,2,3,2,1,27
17238,17284,26,95,3,0,1,0,0,346176811,1,2533,0,1324,1,0,2,1,27
17239,16675,26,27,1,1,2,1,0,346175800,1,10972,0,2110,0,3,2,1,27
17240,17060,26,27,2,0,1,0,0,346176454,1,5771,0,3101,0,3,1,1,27
17241,16832,26,60,1,1,2,0,0,346176043,0,12387,0,5119,0,3,1,1,27
17242,16608,26,76,2,0,1,0,0,346175692,1,10433,0,3511,0,3,2,1,27
17243,17000,26,5,3,0,1,0,0,346176358,1,4003,0,1399,1,0,2,1,27
17244,16749,26,9,2,0,1,0,0,346175912,1,10815,0,288,1,0,2,1,27
17245,17313,26,22,2,0,1,0,0,346137992,1,1286,0,5158,0,3,1,1,27
17246,17180,26,17,2,0,1,0,0,346176643,0,3507,0,6416,0,3,2,1,27
17247,17101,26,94,3,0,1,0,0,346176516,1,945,0,1240,1,0,0,1,27
17248,16586,26,67,2,0,1,0,0,346175658,1,10896,0,500,0,3,2,1,27
17249,17302,26,67,2,0,1,0,0,346176843,1,10432,0,4148,0,3,2,1,27
17250,16733,26,18,3,0,1,0,0,346175886,1,2030,0,11,1,0,0,1,27
17251,17161,26,47,2,0,1,0,0,346176616,0,4645,1,3903,0,3,3,1,27
17252,17308,26,233,8,0,3,0,0,346176851,1,3025,0,6417,2,3,4,1,27
17253,16867,26,173,2,0,1,0,0,346112657,0,6121,1,4329,0,3,1,1,27
17254,16782,26,11,2,0,1,0,0,346175973,1,1111,0,25,1,0,2,1,27
17255,16517,26,32,2,0,1,0,0,346175545,1,10895,0,2829,4,0,2,1,27
17256,17076,26,241,1,1,2,0,0,346176483,1,9882,0,6405,0,3,2,1,27
17257,16910,26,4,3,0,1,0,0,346176192,1,10855,1,1236,1,0,0,1,27
17258,16766,26,7,2,0,1,0,0,346175954,0,5172,0,1759,0,3,2,1,27
17259,16758,26,54,3,0,1,0,0,346175935,1,7118,0,1936,1,0,1,1,27
17260,17149,26,44,2,0,1,0,0,346176590,0,1818,0,277,0,3,2,1,27
17261,16817,26,16,8,0,3,0,0,346176022,1,3775,0,9,1,2,4,1,27
17262,16826,26,122,8,0,3,0,0,346176033,1,8790,1,490,1,2,4,1,27
17263,17165,26,186,2,0,1,0,0,346176620,1,7118,1,6413,0,3,2,1,27
17264,16912,26,220,1,1,2,0,0,346176196,0,3575,0,4232,2,3,1,1,27
17265,16887,26,1,1,1,2,0,0,346176135,1,12384,0,5177,2,3,2,1,27
17266,16763,26,10,3,0,1,0,0,346175947,0,940,0,1065,0,3,2,1,27
17267,16680,26,59,1,1,2,0,0,346175807,0,10810,0,3861,1,2,0,1,27
17268,16618,26,85,2,0,1,0,0,346175706,1,9877,0,253,0,3,2,1,27
17269,16587,26,28,1,1,2,0,0,346175659,1,4208,0,6385,0,3,1,1,27
17270,16877,26,26,2,0,1,0,0,346176117,1,10807,0,117,1,0,2,1,27
17271,17210,26,36,1,1,2,0,0,346176695,1,10292,1,2492,2,3,1,1,27
17272,17156,26,21,2,0,1,1,0,346176607,1,12196,0,21,1,0,1,1,27
17273,16891,26,70,1,1,2,0,0,346176142,1,450,0,137,1,2,1,1,27
17274,16726,26,138,1,1,2,0,0,346171676,0,769,0,1492,1,2,1,1,27
